School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Website,Blue Ribbon Award,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate,Y Coordinate,Longitude,Latitude,Location
610385,Multicultural Academy of Scholarship,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4242,http://www.lvlhs.org/,,LEVEL 2,NOT ON PROBATION,,MODERATELY ORGANIZED,88.8%,73.7%,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,16,9,4,8,14,12.5,13.6,13.2,14.5,15.9,93.7%,94.6%,54.3%,59.5%,66.3%,57.5%,45.3%,48.8%,42.3%,71.1%,34.5,18.3,32.2%,57.7%,2.3,2.4,91%,91.9%,94.9%,95.7%,,1.7%,4.5%,1147521.3020000000,1883405.1280000000,41.83601953,-87.73419465,"(-87.73419465, 41.83601953)"
610386,Peace & Education Coalition High School,4946 S Paulina St,Chicago,IL,60609,(773) 535-9023,http://www.cps.edu,,,,,PARTIALLY ORGANIZED,88%,100%,WEAK,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,,13.5,13.6,,,,42.9%,,,20.6%,17.2%,15.4%,,,,,,,,87.3%,87.4%,96.1%,96.3%,,43.2%,39.3%,1165811.2930000000,1871700.6810000000,41.80353157,-87.6674149,"(-87.6674149, 41.80353157)"
610389,Orr Academy High School,730 N Pulaski Rd,Chicago,IL,60624,(773) 534-6500,http://www.cps.edu,,LEVEL 3,ON PROBATION,3,NOT YET ORGANIZED,63.8%,91.3%,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,0,,4,3,7,5,12.3,13.3,12,13.6,14,44.8%,42.9%,34.2%,37.9%,41.9%,,53.7%,39%,46.1%,61.5%,322.4,119,61.2%,52.2%,2.1,4.3,72.8%,58%,94.5%,94.3%,,24.4%,21.4%,1149548.5300000000,1904711.7080000000,41.89444828,-87.72620305,"(-87.72620305, 41.89444828)"
610390,Hyman G Rickover Naval Academy High School,5900 N Glenwood Ave,Chicago,IL,60660,(773) 534-2890,http://www.rickovernaval.org/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,77.1%,80%,STRONG,STRONG,STRONG,NEUTRAL,WEAK,STRONG,STRONG,STRONG,STRONG,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,76,29,84,43,46,43,41,16.5,17,15.4,16.3,18.7,94%,88.3%,70.1%,63.2%,71.4%,72.1%,58.6%,65.4%,79.3%,60.6%,17,18.8,10%,11%,2.3,1.9,92.9%,93.3%,95.7%,95.9%,,0.8%,2.2%,1165871.8100000000,1939308.3690000000,41.98905063,-87.66526222,"(-87.66526222, 41.98905063)"
610391,Robert Lindblom Math & Science Academy HS,6130 S Wolcott Ave,Chicago,IL,60636,(773) 535-9300,http://www.lmsa.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,66.7%,88.4%,NEUTRAL,STRONG,STRONG,STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,PENDING CERTIFICATION,EXCELLING,56,,,,,75,14,10,,,,,1,91,98,,,,,,98,93,98,,,,,,92,99,70,88,39,50,86,90,79,87,19.9,19.7,18.5,19.6,23.4,96.6%,84.5%,72.9%,71.9%,79.8%,78.9%,84.3%,84%,88.6%,81%,4.8,4,87.5%,92.7%,4.4,4.7,93.3%,94.1%,96%,96.3%,69.5%,1%,4.1%,1164703.6140000000,1863861.2940000000,41.7820428,-87.67169858,"(-87.67169858, 41.7820428)"
610392,World Language Academy High School,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4334,http://www.lvlhs.org/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,96.7%,92.6%,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,76,3,50,21,25,16,23,14.3,14.6,13.5,14.3,16.8,78.6%,58.5%,66.7%,71.2%,84.2%,62.8%,51.3%,53.8%,48.3%,83.9%,13.8,16.7,24.4%,61.4%,1.9,5.5,93.5%,93.4%,95.2%,95.2%,,1.6%,1.9%,1147521.3020000000,1883405.1280000000,41.83601953,-87.73419465,"(-87.73419465, 41.83601953)"
610394,Uplift Community High School,900 W Wilson Ave,Chicago,IL,60640,(773) 534-2875,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,74.1%,91.2%,NEUTRAL,STRONG,NEUTRAL,WEAK,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,20,,,,,,20,56,,,,,,56,23,,,,,,,23,54,,,,,,,54,35,98,1,50,20,24,19,21,15.1,15.2,14,15.2,16.8,82.9%,84.8%,80.2%,81.2%,86%,70.7%,63.4%,67.3%,61.3%,63.8%,80,51.6,80.1%,43.1%,2.9,3.2,86.9%,90.3%,95.3%,95.1%,55.6%,1.1%,2.8%,1169403.4010000000,1930780.6850000000,41.96557412,-87.65252191,"(-87.65252191, 41.96557412)"
610402,DeVry University Advantage Academy HS,3300 N Campbell,Chicago,IL,60618,(773) 697-2216,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,85.5%,90%,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,STRONG,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,73,75,,,75,,,,,22,,,,,,,73.1%,83%,69.7%,84.3%,2.1,3.5,30.8%,63.6%,1.3,2.1,96.6%,97.6%,96.1%,97%,,0%,0.5%,1159059.4110000000,1921900.7450000000,41.94142629,-87.6907993,"(-87.6907993, 41.94142629)"
610499,Collins Academy High School,1313 S Sacramento Dr,Chicago,IL,60623,(773) 534-1840,http://collinsahs.cps.k12.il.us/,,LEVEL 3,ON PROBATION,2,PARTIALLY ORGANIZED,57%,91.2%,WEAK,NEUTRAL,STRONG,VERY WEAK,VERY WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,76,1,58,10,23,10,6,15.1,14,12.5,13.8,14.1,56.7%,62.9%,56.5%,69.6%,74.1%,70.5%,58.8%,66.7%,65.6%,,123.4,79.9,54.6%,96.5%,3.2,3.6,78.6%,90.1%,95.4%,96%,,3.2%,2.3%,1156217.2400000000,1893722.8610000000,41.86416169,-87.70200761,"(-87.70200761, 41.86416169)"
610502,Marine Military Math and Science Academy,145 S Campbell Ave,Chicago,IL,60612,(773) 534-7818,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,96.2%,100%,WEAK,WEAK,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,97,3,92,33,38,28,32,16.1,15.9,14.9,15.7,17.9,95.1%,89.9%,66%,73.9%,76.5%,78.2%,55.8%,58.4%,72.9%,,34.5,34.5,13.1%,37.3%,2.9,2.2,92.1%,91.5%,94.7%,95.2%,,0%,0.8%,1159815.3890000000,1899102.4920000000,41.87885054,-87.68865058,"(-87.68865058, 41.87885054)"
610506,TEAM Englewood Community Academy High School,6201 S Stewart Ave,Chicago,IL,60621,(773) 535-3530,http://www.cps.edu,,LEVEL 3,ON PROBATION,4,MODERATELY ORGANIZED,58.8%,66.7%,WEAK,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,76,8,8,8,10,9,7,13.8,13.9,12.4,13.8,14.6,76.2%,83.9%,19.2%,76.7%,81.8%,73.9%,53.6%,58.4%,47.2%,,34.3,77,76.5%,87%,3,2.6,85.7%,85.6%,95.2%,96.1%,,5.9%,1.7%,1174730.3500000000,1863740.1250000000,41.7814927,-87.63494163,"(-87.63494163, 41.7814927)"
610513,Air Force Academy High School,3630 S Wells St,Chicago,IL,60609,(773) 535-1590,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,93.1%,88.9%,WEAK,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,99,87,73,46,51,52,34,16.8,17.6,15,16.3,18.1,95.6%,97.4%,67.5%,,,,,,,,18.2,18.3,8.4%,11.6%,3.5,3.2,89.9%,82.9%,96.4%,97.2%,,1.3%,0.7%,1175177.6220000000,1880745.1260000000,41.82814609,-87.63279369,"(-87.63279369, 41.82814609)"
610518,VOISE Academy High School,231 N Pine Ave,Chicago,IL,60644,(773) 534-0660,http://voise.cps.k12.il.us,,LEVEL 3,ON PROBATION,3,ORGANIZED,86.3%,92.3%,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,24,1,21,7,8,7,8,13.4,13.5,12.5,14.1,14.7,83.3%,77.3%,47.8%,64.8%,70.6%,,51.6%,,,,160.7,81.7,58.6%,57.1%,2.7,3.3,79.9%,82%,95.7%,95.3%,,2.2%,0.6%,1139494.7630000000,1901274.2580000000,41.88520477,-87.76321191,"(-87.76321191, 41.88520477)"
610524,Alcott High School for the Humanities,2957 N Hoyne Ave,Chicago,IL,60618,(773) 534-5979,http://www.alcottschool.net/index.php,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,59%,68.2%,WEAK,WEAK,WEAK,WEAK,VERY WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,59,20,79,23,24,27,22,14.8,15.8,14.3,15.8,16.9,87.1%,82.6%,80.8%,,,,,,,,20.2,48.3,51.5%,31.3%,2.7,2.6,90.9%,92.2%,,,,1.1%,1.8%,1161870.5560000000,1919857.4400000000,41.93576106,-87.68052441,"(-87.68052441, 41.93576106)"
610529,Ogden International High School,1250 W Erie St,Chicago,IL,60622,(773) 534-0866,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,72.1%,54.6%,STRONG,NEUTRAL,STRONG,WEAK,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,41,1,58,41,62,36,30,17.4,16.4,14.7,16.1,17.8,96.7%,91.7%,65%,,,,,,,,17.4,24.4,43%,50.8%,2.2,2.5,91.4%,92%,,,,3.3%,5.3%,1167748.1000000000,1904529.5950000000,41.8935757,-87.65936676,"(-87.65936676, 41.8935757)"
610543,Eric Solorio Academy High School,5400 S St Louis Ave,Chicago,IL,60632,(773) 535-9070,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,89.4%,84.8%,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,99,20,,33,49,27,27,16.3,15.8,14.4,16.5,17.3,86.9%,84.6%,,,,,,,,,29.3,35.5,32.9%,59%,3,1.5,91.7%,92.2%,96.2%,97.1%,,0.6%,3%,1153924.1170000000,1868568.6110000000,41.79518118,-87.71109447,"(-87.71109447, 41.79518118)"
610547,South Shore Intl College Prep High School,1955 E 75th St,Chicago,IL,60649,(773) 535-8351 ,http://www.cps.edu,,NOT ENOUGH DATA,NOT ON PROBATION,,ORGANIZED,79.7%,63.9%,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,VERY STRONG,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,59,20,,28,38,21,,16.1,15.3,,,,94.1%,77.4%,,,,,,,,,14.5,64.9,59.3%,64.2%,4,4.8,88.8%,85.3%,93.1%,94.2%,,3.1%,2.7%,1190778.5530000000,1855593.1520000000,41.75876403,-87.57636891,"(-87.57636891, 41.75876403)"
610555,Banner Academy West,819 N Leamington Ave,Chicago,IL,60651,(773) 622-6954,http://www.cps.edu,,,,,NOT YET ORGANIZED,64.4%,91.7%,WEAK,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,12.2,13,,,,,,,23.1%,13.3%,,,41.4,13.3,16.6%,,3.9,,88.1%,70.4%,,,,53.8%,52.4%,1141910.3580000000,1905066.8030000000,41.89556759,-87.75424732,"(-87.75424732, 41.89556759)"
610557,Pathways in Education,3270 W 87th St,Chicago,IL,60652,(773) 434-6300,http://www.cps.edu,,,,,ORGANIZED,84.4%,100%,NOT ENOUGH DATA,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,11,6,,,6,,,,14.8,14.7,,,,,,,17.6%,29.2%,34.8%,,,,,,,,86.2%,92.6%,,,,25.6%,32.1%,1156010.6110000000,1846750.3900000000,41.7352669,-87.70402856,"(-87.70402856, 41.7352669)"
610558,Sarah E. Goode STEM Academy,7651 S Homan Ave,Chicago,IL,60652,(773) 535-7875 ,http://www.cps.edu,,NOT ENOUGH DATA,NOT ON PROBATION,,ORGANIZED,99.6%,88.2%,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,VERY STRONG,PENDING CERTIFICATION,EMERGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,,,48,48,,,16.6,,,,,97.1%,,,,,,,,,,40.9,,67.1%,,2.4,,95.3%,,97.6%,,,0.4%,,1155066.2380000000,1853482.5310000000,41.75375992,-87.70730896,"(-87.70730896, 41.75375992)"
610561,Richard T Crane Medical Preparatory HS,2245 W Jackson Blvd,Chicago,IL,60612,,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161290.1380000000,1898611.9180000000,41.87747384,-87.68324922,"(-87.68324922, 41.87747384)"
610563,Back of the Yards IB HS,"2111 W 47th St Chicago, IL 6060",Chicago,IL,60609,,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163029.1170000000,1873447.7450000000,41.80838442,-87.67756964,"(-87.67756964, 41.80838442)"
610564,Disney II Magnet High School,3900 N Lawndale,Chicago,IL,60618,,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150989.8560000000,1925703.5410000000,41.9520236,-87.72035833,"(-87.72035833, 41.9520236)"
610568,Pathways in Education Avondale,3100 W Belmont,Chicago,IL,60618,,http://www.cps.edu,,,,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155139.4550000000,1921155.3380000000,41.93946057,-87.70522682,"(-87.70522682, 41.93946057)"
610569,Ombudsman #1,3214 W 63rd St,Chicago,IL,60629,,http://www.cps.edu,,,,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155959.6740000000,1862713.3110000000,41.77907272,-87.70378721,"(-87.70378721, 41.77907272)"
610570,Ombudsman #2,7500 N Harlem Ave,Chicago,IL,60631,,http://www.cps.edu,,,,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127352.3230000000,1949292.3960000000,42.01718481,-87.80671848,"(-87.80671848, 42.01718481)"
610571,Ombudsman #3,5050 N Broadway,Chicago,IL,60640,,http://www.cps.edu,,,,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167357.3020000000,1933882.3390000000,41.97412953,-87.6599553,"(-87.6599553, 41.97412953)"
610572,Camelot Safe Academy Elementary,125 S Clark St,Chicago,IL,60603,(773) 902-7297 ,http://www.cps.edu,,,,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175596.7020000000,1899641.0660000000,41.87998851,-87.63068884,"(-87.63068884, 41.87998851)"
610573,Camelot Safe Academy High School,125 S Clark St,Chicago,IL,60603,(773) 902-7297 ,http://www.cps.edu,,,,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175596.7020000000,1899641.0660000000,41.87998851,-87.63068884,"(-87.63068884, 41.87998851)"
610574,Winnie Mandela High School,7847 S Jeffrey Blvd,Chicago,IL,60649,,http://www.cps.edu,,,,,NOT ENOUGH DATA,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190942.5380000000,1853143.4070000000,41.75203776,-87.57584698,"(-87.57584698, 41.75203776)"
